100,4846.2,0.0778274
200,20512,0.357423
300,43203,0.8064252
400,83718.4,1.3005776
500,129351,1.8699174
600,183632.4,2.578584
700,231641.2,3.3856064
800,319203.2,4.6356048
900,390733.2,5.5398488
1000,507242,7.2281456
