100,10000,0.137487
200,40000,0.468672
300,90000,1.061457
400,160000,1.922703
500,250000,3.105431
600,360000,4.618635
700,490000,7.350078
800,640000,9.696013
900,810000,12.605441
1000,1000000,15.252914
100,4950,0.072438
200,19900,0.279679
300,44850,0.622781
400,79800,1.094587
500,124750,1.743578
600,179700,2.593279
700,244650,3.443979
800,319600,4.607967
900,404550,6.044679
1000,499500,7.208538
